text,class
b'Motor Antique Club Indonesia (MACI) Malang dengan 700 - 1000 member siap kolaborasi utk aktivasi kawasan kayutangan lewat aktivitas yang menarik minat wisata sejarah dan edukasi motor-motor antik.\n\nhttps://t.co/nPkzOTQ7jK\n\n#motor\n#antik\n#kayutangan\n#malang\n#kolaborasi https://t.co/D9gBnfRuhr',wisata
"b'Seluruh Tempat Wisata Siak Ditutup, Masyarakat Dihimbau di Rumah Saja - https://t.co/HfeTtOuENl https://t.co/qcVZekFDMi https://t.co/K9iWiack5j'",wisata
b'siapa sih yg ngide aturan pajak naik 11%? terus bikin aturan invoice harus dibikin sesuai destinasi pengiriman? \xf0\x9f\xa4\xac\xf0\x9f\x98\x88 semoga harinya selalu senin',pajak
b'Beasiswa Dokter dan Dokter Gigi Muhammadiyah - Universitas Muhammadiyah Yogyakarta (UMY)\n\nBACA: https://t.co/BrGaF5gcZJ\nDEADLINE: 27 Mei 2022\n\nCHAT WhatsApp: https://t.co/pjGq71upcc',beasiswa
"b'[INFO BEASISWA : BEASISWA BAKTI BCA]\n\nHalo, HI-ers!\n\nAda Info beasiswa lagi nih! beasiswa Bakti BCA membuka kesempatan lagi bagi teman-teman semester 5 dan 6 yang berminat, untuk link pendaftaran sudah dapat diakses dari hari ini lho! https://t.co/e0FH6LC8kD'",beasiswa
b'Pens ipul setelah kalah final liga champion....\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\nCc @03Kembara \n@Tjeloup1 https://t.co/Rk9rJtFuxa',sepakbola
b'Wisata Tapak Hapsari di Kota Salatiga menyuguhkan keindahan panorama sawah yang pas untuk nyore. https://t.co/C7KWRQnZnj',wisata
b'Tarif pajak pertambahan nilai (PPN) sudah naik pada 1 April 2022 dari 10% menjadi 11%.  https://t.co/8ZUQlDA0K8',pajak
"b'Aturan Baru PMK, Pinjol dan Layanan Pendukung Keuangan Digital Dikenai Pajak\nhttps://t.co/P2pbB4H5Sx'",pajak
b'Selesaikan makalah pajak tanah ini secepatnya agar gue bisa bertemu anak tiri gue.',pajak
b'Ya Allah aku ngebug bgt lupa kl minggu ini bangtan konser\xf0\x9f\x98\xad',konser
"b'Final thomas cup lawannya india ,ketikannya netijen bulutangkis india ini juga bar-bar.perang dah tu di medsos...seru ! #TUC2022 #ThomasCup2020'",bulutangkis
"b'Tar pas konser Vegas army yg nonton ga ada niatan bawa banner Segede layar tancep tulisan ""YOONGI MARRY ME"" gitu ???'",konser
"b'Gua masih bingung, konser nya bayar? \xf0\x9f\x98\xad Gua mau nonton tapi bingung nonton di mane \xf0\x9f\x98\xad kasih pencerahan dong bagi yang paham'",konser
b'Namjoon sukanya jalan-jalan ke museum atau main ke wisata alam. Jadi pengen diajak deh. *yhaahaha \xf0\x9f\x98\x97',wisata
b'#DesaWisataNusantara \nWisata Pantai Minang Rua\nDesa Kelawi\nKec. Bakauhueni\nKab. Lampung Selatan\nProv. Lampung\n@halimiskandarnu @yusradaridesa @kemendespdtt @tppkemendes  @feri_sus77bkl @tppi_p3mdbkl @kei_wie @diana_pahang @TBengkuluutara https://t.co/ncBMGNHFgf',wisata
b'Timnas Indonesia U-19 meraih kemenangan kedua secara beruntun di Korea Selatan. Kini Garuda Muda mengalahkan Kyungil University 2-1. https://t.co/xC9kdLKvjc',sepakbola
b'Bultang itu bagian dri pekerjaan \n#bulutangkis #malang #badminton https://t.co/ov2GiAojJH',bulutangkis
"b'Perawatan wajah mahal saay, kudu banyakin duit biar cuaakep \xf0\x9f\x98\xad'",kecantikan
"b'[\xf0\x9d\x90\x88\xf0\x9d\x90\x8d\xf0\x9d\x90\x85\xf0\x9d\x90\x8e\xf0\x9d\x90\x91\xf0\x9d\x90\x8c\xf0\x9d\x90\x80\xf0\x9d\x90\x92\xf0\x9d\x90\x88 \xf0\x9d\x90\x81\xf0\x9d\x90\x84\xf0\x9d\x90\x80\xf0\x9d\x90\x92\xf0\x9d\x90\x88\xf0\x9d\x90\x92\xf0\x9d\x90\x96\xf0\x9d\x90\x80] \n\nHalo warga FMIPA!\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbc \n\nBagi yang mencari beasiswa, yuk simak! \nProgram Beasiswa https://t.co/4AZm4e9hmZ Batch #4 ialah program yang dikhususkan sebagai langkah nyata dalam memberikan pendidikan berkualitas kepada generasi muda \n@dmfmipaum https://t.co/y5gOoibXrb'",beasiswa
b'Dan Khofifah mengatakan total layanan masyarakat yang memanfaatkan fasilitas Samsat e Chanel yakni sebanyak 341.823 wajib pajak dengan penerimaan sebanyak Rp 183 Milyar.',pajak
"b'yosh.. aplikasi FINTECH baru buat investasi. Crypto, im coming.. \xf0\x9f\x98\x81 https://t.co/6Oc8kaWoZl'",investasi
b'djp cari potensi penerimaan dengan intensifikasi pajak gini amat.',pajak
b'\xe2\x80\x98Loki\xe2\x80\x99 menjadi serial Marvel Studios yang paling banyak ditonton di Disney+ sejauh ini. Produser Kevin Feige memastikan seluruh cast bakal kembali tampil dalam season yang kedua. https://t.co/CGhchHHvfz [deadline]',film
"b'bnyak sejarah baru yg dicipta \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 dalam badminton thun ni. Sen RU AE2022 selepas 22 thun penantian \xf0\x9f\x87\xae\xf0\x9f\x87\xb3, pertama kali ke SF Thomas Cup selepas 1979. im happy for them. yang aku tak boleh terima fans dorang je. angkuh yaa.  #TUC2022'",bulutangkis
b'#KotaMedan #pusatpemerintahan #ProvinsiSumatraUtara #bangunanbersejarah #cagarbudaya #MasjidRayaAlMashun #MasjidRayaMedan #ikonwisatareligi #kotaketigaterbesar #Indonesia\nMasjid Raya Medan Menjadi Ikon Wisata Religi https://t.co/Xc2GvIPsQ2',wisata
b'mau puasa gini mesti tempat wisata terutama pemandian di sumbar rame nih\xf0\x9f\x98\x82',wisata
b'bacod! Girls drop skincare routine buat miss v dong. Butuh saran :(',kecantikan
"b'PPN Naik 11 Persen, BCA Sesuaikan Tarif Pajak Layanannya https://t.co/lScDEx7YOX'",pajak
"b'Libur Lebaran Dan Cuti Bersama, Puan Ingatkan Pemda Antisipasi Keramaian Di Tempat Wisata\n\n#CutiBersama #lebaran #wisata #Mudik #RakyatMerdeka #RMid\n\nhttps://t.co/QKXM0xKgML'",wisata
b'Ini yang saya salut dan angkat jempol dengan salah satu gerombolan Sampah Demokrasi\n\xf0\x9f\x91\x89 @kangdede78 \nSangat Piawai memelihara Kedunguan dan merawat Tolol agar Goblognya tetap terlihat Paripurna dan berada dalam koridor\nJalur Bengak dan Beleng\xc2\xb2.\nPertahankan https://t.co/txp2h4uCFp',demokrasi
"b'[BERITA PAJAK]\n.\n.\nBALI, 5 April 2022.\nPemerintah Provinsi (Pemprov) Bali menghapus sanksi administrasi bunga dan denda pajak kendaraan bermotor.\n.\nInformasi selengkapnya dapat diakses pada link dibawah ini\xe2\xac\x87\xef\xb8\x8f\nhttps://t.co/AArQzvfoW3 https://t.co/LtBTSaelAk'",pajak
"b'Kabupaten Manggarai Timur, Nusa Tenggara Timur (NTT) memiliki potensi pariwisata yang berlimpah, sebagian di antaranya masih alami dan tersembunyi. &gt; #Travel https://t.co/Cja3bVSRmA'",wisata
"b'Oyi rek bantu doa yo hari iki aku tes beasiswa s2, semoga lancar dan lanjut nde tahap berikute. Doa baik balik nde sing mendoakan aamiin'",beasiswa
b'Hallo guys.!!\xf0\x9f\xa5\xb3                       Sembari menunggu waktu berbuka puasa ada yang seru lo..\xe2\x98\xba\xef\xb8\x8fyuk ikutan ngabuburit bertema *CERDAS BERINTERNET* ada hadiahnya juga lo berupa BEASISWA dan juga dapat sertifikat gratiiiss!! yuk buruan daftar di bawah ini \xf0\x9f\x91\x87https://t.co/hPqK6eaWvV https://t.co/VvMDBInbXA',beasiswa
b'BEASISWA GRATIS KLIK DISINI  https://t.co/ShmLz37mlW',beasiswa
"b'pengen jadi kaya, biar ga susah2 mikir kudu co antara catokan atau skincare'",kecantikan
b'Kampung Nelayan\xf0\x9f\x98\x8d\nTempat produksi Ikan Asin Bose\xf0\x9f\x91\x8d\nDermaga Pertama \n.\nTeluk bose\nMangrove\xf0\x9f\x98\x8d\n\n#idulfitri1443H\n#Wonderful\n#surfing \n#beautiful \n#mentawai \n#explorementawai\n#pesonaindonesia\n#wonderfulindonesia \n#wisata \n#traveloka \n#travelling \n#Indonesia #Island https://t.co/J3rz78nwhg',wisata
"b'Jadwal Liga Champions nanti malam akan memainkan dua laga di leg pertama perempatfinal Liga Champions. Salah satunya big match, Chelsea vs Real Madrid! \xf0\x9f\x94\xa5 #UCL  https://t.co/jBwvZXsu6V'",sepakbola
"b'Narasi khilafah yg anti-demokrasi saat ini bisa keluar krn mayoritas masyarakat Indo msh percaya demokrasi.\n\nDalam rumah demokrasi, khilafah adlh tamu yg membunuh tuan rumahnya.\n\nTanpa demokrasi, khilafah hanya ada dlm doa kaum yg tdk didengar Tuhan.'",demokrasi
b'Makin Kompak Jadi Kunci Duet Ahsan/Kevin Sukses Sumbang Poin untuk Indonesia di Perempatfinal Piala Thomas 2022 #LengkapCepatBeritanya #Olahraga #Sport #Bulutangkis #Netting #Badminton . https://t.co/TAO25d1kFy',bulutangkis
b'besok / kapan gitu mau bikin morning skincare routine ku deh disini',kecantikan
b'Jadwal Siaran Langsung Piala Thomas dan Uber 2022 di iNewsTV dan MNCTV Hari Ini: Jepang vs Indonesia dan Indonesia vs Korea Selatan #LengkapCepatBeritanya #Olahraga #Sport #Bulutangkis #Netting #Badminton . https://t.co/z94BxsXCok',bulutangkis
"b'Pemerintah lg desperado bgt cari pemasukan ya.. harga pada naik, pajak naik.. ada apa sih kawan?'",pajak
b'HALF-TIME\nKyungil University 0-1 Indonesia U-19\n\n#Indonesia #Sepakbola #football #Korea #PSSI #Trending #TrendingNow',sepakbola
"b'Aku mau rekomendasiin beberapa film seru yang wajib di tonton di #DisneyPlus \n\n1. Turning Red \nRelated banget sama social life sekarang, ada banyak makna dan cerita seru di filmnya, ga ngebosenin 100/10 https://t.co/QH6jz9ahTW'",film
"b'""Tempo pernah melansir berita terkait lomba yang diselenggarakan sebuah lembaga riset dan beasiswa. Dinyatakan dalam berita tersebut bahwa seperempat esai terindikasi plagiasi dengan jumlah konten plagiasi antara 4% - 90%."" (@KatarinaRetno) \n\nhttps://t.co/dqTHlQYcqP\n\n#GhibahinId'",beasiswa
"b'Sebelum hari senin, gue punya 4 saham. Setelah penurunan ihsg ini cut loss 2 karena kena stop loss, rugi jelas, tapi ga banyak, karena sudah diperhitungkan. Sisa 2 saham, bahkan sempet beli saham dalam kondisi ini.'",investasi
b'Kahudi Banyak Belajar dan Berhutang Pada Sepakbola https://t.co/s1KjSWxC7C',sepakbola
"b'drama korea of the year di hati gua adalah ""The Sound of Magic""\n\nasli, bagus banget! 10/10'",film
"b'sch! halo mau tanya, kalo mau apply beasiswa ke inggris, buat a level nya bisa di ganti SAT gaa ya?'",beasiswa
b'Kompetisi Galatama Indonesia(1979-1994)   merupakan pionir dlm ranah pengelolaan   sepakbola yg profesional di Asia. Saat itu   J-League bel',sepakbola
b'turnamen bulutangkis dunia\nthomas dan uber cup 2022 di bangkok thailand \nmulai 8/15 mei 2022 \ntelevisi gratis (melalui tv digital) : mnctv dan inews \ntelevisi berbayar (melalui berlangganan) : spo tv \nlive streaming aplikasi vision plus rcti plus dan spo tv now https://t.co/B10lnPu4Lh',bulutangkis
"b'Sebelumnya Staf Ahli Kementerian Keuangan (Kemenkeu) Bidang Kepatuhan Pajak Yon Arsal mengatakan dampak kenaikan PPN dari 10% menjadi 11% berkisar 0,4% sepanjang sisa tahun 2022.\nhttps://t.co/jY8FSkkEqU https://t.co/enJy5Ne507'",pajak
b'kalo BIBI sama woosung konser di indonesia tahun ini gmn yaaaa ARGH',konser
b'Jadilah orang-orang yang unggul https://t.co/olQ6m8PKtt',investasi
b'Bingung mo beli tas apa sepatu dulu ya? Apa skincare dulu? Apa makeup?',kecantikan
b'PECAH &amp; PEDAS\n\nTrending .. Kak Mentriih @erickthohir diroasting Komika Kiky Saputri di acara Lapor Pak! bikin grrrgrrr\n\nRoasting bagian demokrasi dalam bentuk lain berupa kritik &amp; apresiasi publik\n\nCekidot kanal You tube\ngenks\n\n#ErickThohirSolusiRakyat\n\nhttps://t.co/4jSC8EoWFh',demokrasi
b'Daftar Line Up Tim Bulu Tangkis Indonesia vs Jepang di Piala Uber 2022: Tim Merah Putih Lakukan Rotasi #LengkapCepatBeritanya #Olahraga #Sport #Bulutangkis #Netting #Badminton . https://t.co/b2C4r7JHSQ',bulutangkis
b'#Obama: Autokrat Gunakan Informasi Keliru untuk Tumbangkan Demokrasi - Bahasa Indonesia - VOA Indonesia \n\n#Demokrasi #Indonesia\n\nhttps://t.co/dbZxPH7UkW',demokrasi
"b'5 Wisata Hutan Mangrove di Indonesia, Seru untuk Dijelajahi https://t.co/IhwtLFmAND https://t.co/jBOJ6YmVVO'",wisata
b'Presiden Jokowi Minta Masyarakat yang Berkunjung Ke Tempat Wisata Saat Mudik Tetap Disiplin Prokes.\nBooster Mudik Sehat https://t.co/lXgFXtQAHU',wisata
b'Selamat untuk Real Madrid menjuarai liga champion 21/22. \xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xe2\x9a\xbd\xef\xb8\x8f https://t.co/WjKiurVmlX',sepakbola
"b'Dulu waktu pertama kali JB ngeadain  konser di indonesia,masih sekolah, pingin bgt nonton tp gada uanganya buat beli tiketnya, sekarang bisa aja nonton tp sayang sama uangnya bisa buat hal hal yang lain yang lebih penting gak sih'",konser
b'https://t.co/caZvP1eNEW\nYuk kenali tempat wisata dari aplikasi Desa Wisata Nusantara \n(Edisi Kab Bondowoso) \n#DesaWisataNusantara\n@jokowi\n@halimiskandarnu\n@Kemendespdtt\n@tppkemendes \n@SukoyoKasekpro\n@kpw4jatim \n@Ari_Asharie \n@Mift4hulMunir\n@Winartono113\n#TPPJawaTimur\n#TPPMalang https://t.co/SjykYKkzvH',wisata
b'Yang naik uang transport pas THR transport ga dimasukin. Ehh pada protes wkwk kata gua mah telat njir protesnya gue dari kemarin protes gajih g naik krn alsan yg aneh dan sepihak. Tau nih besok mau lada demo coba kita liat bakal dikasih ga tuh kekurangannya.',demokrasi
b'Ini tuh (niatnya) eimiko inspired makeup tapi gagal tapi diselamatkan sama filter ig jadi anggep aja berhasil atau gmn lah gatau hehe &lt;3 https://t.co/RoJFc9ijQI',kecantikan
"b'Perjalanan demokrasi kita sepertinya belum mencatat banyak kemajuan. Bahkan masih mendayung di antara dua karang (istilah Bung Hatta), walau karangnya \xc2\xa0kini sudah berbeda. #LaNyalla'",demokrasi
"b'Arsenal Ladies adalah klub paling sukses di sepakbola wanita inggris, mereka memenangi liga sejak 2000-2010, 7 FA cup &amp; 4 piala liga sejak 2000 #fakta'",sepakbola
b'PLS WTB tiket konser rossa yang bronze butuh 2 tiket siapapun yang jual! makaasi!\n#Rossa25ShinningYears #25TahunRossa #concert',konser
b'TEMPAT WISATA SAMARINDA\nPART 2\n@rina_juwita \n#unmul #fisipunmul https://t.co/uAEnW8tTSm',wisata
"b'Ingatkan sy pasni dh beli skincare, makeups &amp; supplements. Focus hair treatment lak'",kecantikan
b'Kalo ada sosialisasi #SerbaSerbiPajakKripto gini kan enak. Jadi kita yg mau investasi crypto ga bingung gitu loh.',investasi
"b'Mau kuliah di negeri Ginseng?\nYuk ceeeek, fakta menarik kuliah di Korsel\n\nLink pendaftaran Grand Opening\n\xf0\x9f\x91\x91 PKSMUDA MENDUNIA 2022 \xf0\x9f\x91\x91\n""Sharing Beasiswa &amp;Kuliah bersama PKS d Seluruh Dunia"" https://t.co/VvOpN8dvqS\n\nSharing Beasiswa Korea diwakili ketua PIP PKS Korsel \n@BungAji https://t.co/eJ6oIQ4x8l'",beasiswa
"b'Makin Cuan, Intip 8 Potret Tempat Wisata Milik Para Artis Indonesia - Dari Waterpark Sampai Kebun Binatang - https://t.co/nVnwqPdpTO - https://t.co/YblISgOBHK https://t.co/ew47aCbkB9'",wisata
b'beberapa destinasi wisata di Banyuwangi yang mungkin bisa jadi referensi temen temen kalau berkunjung ke Banyuwangi \xf0\x9f\x92\x95 https://t.co/6ExosQ1OVN',wisata
"b'Tawangmangu dikenal memiliki berbagai keindahan alam yang memesona. Di antara banyaknya tempat-tempat wisata yang tersedia di Tawangmangu, ada beberapa lokasi yang wajib lo ketahui nih, Superfriends. Cek https://t.co/Smsu0GVTYr.\n\n#SUPERLIVE\n#SUPERADVENTURE\n#DARETOEXPLORE\n#IDARE https://t.co/c4HYloehpA'",wisata
b'Plis bgt tahun 2025 harus ada konser exo!!',konser
b'Sedang dalam fase malas skincare malam \xf0\x9f\xa5\xb2',kecantikan
b'Penentuan yang lolos ke semifinal thomas cup aja ini banyak yg skornya 3-2\n\nmeanwhile tim thomas indonesia : https://t.co/iErFPiBbnH',bulutangkis
"b""Kalo seandainya doku gak kekumpul buat nonton konser ikon, pengen ikut nobar tp ilegal yak takutnya cuma beli 1 tiket ditonton banyak org diriku jadi mikir lagi kesian anak2 tp nobar seru yak rame gitu, dahlah nasib nunggu konic yg baik hati ngeshare gdrive konser ikon aja :')""",konser
"b'Pelatih Manchester City, Pep Guardiola dikabarkan tengah diminati federasi sepak bola Brasil (CBF) #PepGuardiola https://t.co/6BnZ6oL1N1'",sepakbola
b'Demokrasi berarti pemerintahan dengan perdebatan. Sistem ini bisa efektif jika Anda mampu menghentikan orang-orang berbicara.',demokrasi
"b'Persebaya ditinggal pilar penting mereka lagi. Kali ini giliran Alie Sesay yang memutuskan tak lanjut, sehingga Bajul Ijo melepas semua pemain asingnya. \xf0\x9f\x98\xb1 #Liga1  https://t.co/yB2ATU6kQ4'",sepakbola
b'h-2 ke konser asikasik',konser
b'Widodo Cahyono Putro Mundur dari Persita Tangerang https://t.co/PEbSsjzo2i #beritajogja #jogja #jogjaistimewa https://t.co/mukNi6wARl',sepakbola
b'Ih netflix banyak film dokumenter bingung mau nonton yg mana dulu',film
"b'Durasi film nya juga bikin puas sih, aku kalo k bioskop trus nonton yg 1 jam 30 menit gt tuh agak tanggung gesss. Untungnya film Srimulat Hil yg Mustahal ini durasinya 2 jam, ya ampun plsss gasabar\n#FilmSrimulat #SaatnyaIndonesiaTertawa https://t.co/2JQmXWnnCH'",film
"b'Alasan kenapa Indonesia tidak akan ada gelombang 5 seperti China\n\n1. November akan ada G20 di Bali artinya pemerintah tidak boleh kelihatan gagal di mata dunia soal penanganan Covid\n\n2. Indonesia MASIH negara demokrasi, bukan komunis. Penguasa tak bisa sesuka hati ambil kebijakan'",demokrasi
b'Asli nonton bulutangkis ampe jam 12',bulutangkis
b'KALO BENERAN KONSER GUE HARUS NABUNG BGT TOLONGG INI MAHH\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',konser
b'Kenapa skincare kalo abis serempak bgt sii',kecantikan
b'Kenali modus penipuan bisnis investasi emas/dinar https://t.co/wccnzYYPGx',investasi
"b'trmksh utk semua mem yg sdh menemani masa sulitku slm ini,\nsemoga kita selalu bersma bahkan 100thn lagi, PKKNY AKU MAU NNTON KONSER KALIAN SBLM AKU NIKAH!!! \n#10YearsWithEXO  \n#AlwaysAndForeverEXO\n#EXOWeAreOneDecade \n#1\xce\x9eX0 #EXO @weareoneEXO https://t.co/PRsAOT5hg6'",konser
b'Direktorat Jenderal Pajak (DJP) Kementerian Keuangan RI menunjuk tujuh pelaku usaha yang wajib memungut Pajak Pertambahan Nilai (PPN) atas produk luar negeri yang dijual di Indonesia mulai 1 April 2022.',pajak
b'Srimulat grup lawak yg tampil di tv nasional dan dikenal seluruh Indonesia\n\nPerjalanan para anggotanya tak luput dari perjuangan dan rintangan\n\nItulah yg jadi benang merah cerita dalam film Srimulat yg bisa kita lihat di bioskop sekarang\n\n#FilmSrimulat #SaatnyaIndonesiaTertawa https://t.co/EXDWqAoQJe',film
"b'Keknya banting setir ke swasta kali y, soalnya mayan dpt beasiswa. Klw di kalkulasiin w klw di U*I, UKTnya emg murah, tp biaya hidupnya cuyy dobell\xf0\x9f\x98\x9e\xf0\x9f\x98\xad'",beasiswa
b'yaallah msh bangga bgt thomas cup',bulutangkis
b'She hulk akan kluar kat disney series. nanti bila she hulk muncul dalam mane2 movie marvel mula la sorang2 pening camne ttiba ada she hulk.',film
b'34 Mahasiswa ITBMP Dapat Beasiswa Rp 7 Juta dari \xe2\x80\x98BNI\xc2\xa0Berbagi\xe2\x80\x99 https://t.co/wzVgPGtUdK',beasiswa
"b'15 Tempat Wisata di Jawa Barat yang Sayang Dilewatkan, Pesonanya Menakjubkan - https://t.co/txVT5qj9Ne https://t.co/becnmVUkuE'",wisata
b'Tau2 playlist yg disetel hj itu set list konser\xf0\x9f\xa4\xa8',konser
"b'\xf0\x9f\x92\xad cw // drakor kdrama drama korea\n\nsaran drakor bagus yang episodenya dikit dan available to watch on nedddflix dong, makasiii'",film
b'McKinsey diklaim tidak bayar pajak selama 10 tahun\xc2\xa0 https://t.co/cQFjO5wLff',pajak
"b'Oh iya, Film Srimulat : Hil yang Mustahal sudah digelar loh gala premiernya,12 Mei 2022 di Cinema XXI Epicentrum Walk, Jakarta. \n\nSo, buat kalian yg ingin nonton, cuss deh ke Bioskop terdekat #FilmSrimulat #SaatnyaIndonesiaTertawa https://t.co/XSklgfe5Zc'",film
b'Ndes ada yg punya info beasiswa S2 di kampus Semarang ga? Unnes atau undip gitu? Boleh dishare kah?',beasiswa
b'[BEASISWA PUNYALINK SCHOLARSHIP]\n\xe2\x80\xa2\nHaloo Civitas Akademika PSSKM FK Unud!\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb\n\xe2\x80\xa2\nAda kabar gembira nih terkait Beasiswa Punyalink Scholarship\xf0\x9f\x8e\x97\xef\xb8\x8f\xf0\x9f\x8e\x93\n\xe2\x80\xa2\nPunyaLink Scholarship merupakan program pendidikan yang diberikan oleh PunyaLink kepada mahasiswa-mahasiswi dari segala penjuru https://t.co/wUiEb4ufLF',beasiswa
"b'Kalo loe pada di tanya Ikutan Demo, loe bisa dpat apa? Loe jawab aja. bnyak yg bakal di dpat, daripada diam. yg psti bakalan didapat adlh Suara kita didengar, Tuntutan kita harus terkabul, dan efeknya penurunan harga sembako dan listrik.. loe nyaman berusaha\n#AyoSerentakRevolusi'",demokrasi
"b'ngirim menfes eye makeup ak yg gk seberapa trs direply gini diantara reply ""kurang ngeblend eyeshadowny nder"" hshsh stop kawan aku memang jeny blekping\xf0\x9f\xa4\x97 https://t.co/lvxXJlsiYg'",kecantikan
"b'Saham Goto menurun, waduhh gimana tu, bikin resah banyak orang   #GuritaTelkom https://t.co/H08K4d2eH1'",investasi
"b'BRI: PENYELENGGARAAN BRI LIGA 1 TIMBULKAN EFEK BERGANDA https://t.co/H9AN3YaomP\n\nDirut BRI Sunarso mengatakan, suksesnya penyelenggaraan BRI Liga 1 2021/2022 merupakan sejarah baru dalam dunia sepak bola Tanah Air ... https://t.co/sNXdRcYZvq'",sepakbola
"b'Market $IHSG lagi turun, lg merem liat beberapa emiten porto kebakaran \xf0\x9f\xa5\xb2 hahaha'",investasi
"b'Destinasi wisata panjat tebing dan wisata alam di Desa Tamberu Daya, Sokobanah, Sampang\nhttps://t.co/eddNn8cwPQ\n#tppimadiun\n#DesaWisataNusantara\n@jokowi \n@halimiskandarnu \n@budimuni98 \n@taufikmadjid71 \n@bpsdmkemendes \n@LuthfiyahNurla1 \n@yusradaridesa \n@Mift4hulMunir \n@cak_furi1 https://t.co/jsbF9kQlVy'",wisata
b'Tempat Wisata Malang Ini Asik Untuk Berenang Lho! - https://t.co/KKUi2Cchb1 https://t.co/meQ2Mrc4YN',wisata
"b'#ThomasUberCup 2022| Ginting | Jojo | Deja Vu, Indonesia Pulangkan China dari Thomas Cup 2022 https://t.co/dUIeUMMmCK'",bulutangkis
b'Lagi solid solidnya bulutangkis putra kita. Yakin bakal menang lagi Thomas Cup 2022.',bulutangkis
"b'Pengguna gas LPG 5 kilogram hingga 12 kilogram bersiap untuk merogoh kocek lebih dalam lagi, lantaran pemerintah baru saja menerbitkan Peraturan Menteri Keuangan (PMK) Nomor 62/PMK.03/2022 tentang Pajak Pertambahan Nilai (PPN)  #LPG #naikharga #ppn\n\nhttps://t.co/XMUJH5Tgfh https://t.co/jJQEBK1EFn'",pajak
b'Saham Goto Telkom bangkrut sampai Rp64 T .\n#GuritaTelkom\nhttps://t.co/LCNg8vcOvB',investasi
b'PENUMPANG KAPAL DI WISATA HUTAN MANGROVE WAJIB MENGGUNAKAN LIFE JAKET\n\nAiptu Sutrisno Petugas Pos Pengamanan di Obyek Wisata Hutan Magrove Pandansari Kaliwlingi Brebes membantu pengunjung memakai life jaket\n\n@divisihumaspolri\n@humas_poldajateng\n@polisi_indonesia https://t.co/WHPJ6B0q5P',wisata
"b'Tiba tiba yola ngechat ngajak nabung buat nonton konser tulus, keknya dia udah kena virus tulus ni.'",konser
b'Semoga terus mengharumkan nama bulutangkis di kancah internasional.\n@erickthohir BEI semangat Tim Thomas dan Uber Indonesia.\n#BangkitBersamaET https://t.co/Qu0dPLNfRw',bulutangkis
"b'Daftar dan resensi Film Bioskop Terbaru di Kota kesayangan Anda, Film Bioskop Jakarta, Film Bioskop Bandung, Film Bioskop Medan, Film Bioskop Surabaya dll LINK : https://t.co/FLu400JYCm #indoxxi #indoxx1 #bioskopkeren #cinema21 #layarkaca21 #xx1'",film
"b'PSI fitnah Anies? Gak heran \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\n\nSejak berdiri PSI telah menjadi Polusi Demokrasi Indonesia\n\nTidak layak ada Partai kacangan di Indonesia seperti PSI sebenarnya\n\nBubarkan saja, agar terjaga kualitas Demokrasi negara ini \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc\n\n@psi_id @Giring_Ganesha \n\n.'",demokrasi
"b'Kampung Idiot di Indonesia, Dulunya Bernasib Miris Namun Berubah Jadi Desa Mandiri Penuh Wisata https://t.co/2FUwah7hQs https://t.co/9V7KMS4cf5'",wisata
b'Sosialisasi Empat Pilar Kebangsaan Bersama Jurnalis Solo Raya: Demokrasi Era @jokowi Lebih Baik Daripada Orde Baru\n\nPolitisi PDI Perjuangan Aria Bima menyatakan kebebasan demokrasi di masa @jokowi lebih bagus jika dibandingkan dengan zaman Orde Baru.\n \n#PDIPerjuangan https://t.co/HAW5IKQIIw',demokrasi
b'ini konser temanya sadness kah',konser
b'Yang ingin tau informasi beasiswa pendidikan Indonesia S1 S2 S3 Pelaku Budaya bisa langsung join ya https://t.co/0Af2StjInB',beasiswa
b'Ronald Koeman resmi kembali ke tim nasional Belanda. Ia akan menggantikan Louis van Gaal selepas Piala Dunia 2022 di Qatar. https://t.co/C3uJfNa4LT',sepakbola
b'bagaimana investasi kripto',investasi
"b'Digital Leadership Academy tahun ini bekerja sama dengan delapan universitas mancanegara, beberapa di antaranya adalah Tsinghua University, Harvard Kennedy School, Oxford University dan National University of Singapore.\n@PlateJohnny \n@kemkominfo \nhttps://t.co/5FdXfJCFq4'",beasiswa
b'Diskusi Cerdas Politik Terkini: Perkelahian Para Oligarki menguntungkan demokrasi ketimbang mereka bersekongkol - @BurhanMuhtadi @akbarfaizal68 https://t.co/gDOp5KBzjS',demokrasi
"b'https://t.co/izh2ODyU4O\n\nSiap-siap, Pinjol hingga Dompet Digital Juga Kena Pajak Mulai 1 Mei 2022\n\n#fintech #fintechnews #beritafintech #fintechindonesia #beritaindonesia #BeritaTerkini #beritaViral #BeritaTerpopuler #dompetdigital #pajak #Tax'",pajak
